date,campaign_id,campaign_name,campaign_profile,channel,region,device,impressions,clicks,conversions,spend,revenue,budget,ctr_sql,cvr_sql,cpa_sql,roi_sql,budget_utilization,anomaly_flag,rolling_spend_mean_7,rolling_ctr_mean_7,rolling_cvr_mean_7,rolling_roi_mean_7,spend_spike_flag,ctr_drop_flag,cvr_drop_flag,negative_roi_flag,python_anomaly_score,python_anomaly_label
2024-02-11,3,Campaign_3,low_performer,Video,South,Desktop,7038,249,14,380.45,842.82,462.3,0.0354,0.0562,27.18,1.22,0.823,,662.8328571428572,0.026357142857142857,0.0429,0.15571428571428575,0,0,0,0,0,Normal
2024-02-12,3,Campaign_3,low_performer,Video,South,Desktop,7646,117,2,189.08,120.25,226.06,0.0153,0.0171,94.54,-0.36,0.8364,,511.13714285714286,0.023071428571428573,0.03812857142857142,0.045714285714285804,0,1,1,1,3,Severe
2024-02-13,3,Campaign_3,low_performer,Video,South,Desktop,19500,619,32,914.61,1607.49,1198.3,0.0317,0.0517,28.58,0.76,0.7633,,571.0771428571429,0.025814285714285717,0.040042857142857144,0.15571428571428578,0,0,0,0,0,Normal
2024-02-14,3,Campaign_3,low_performer,Video,South,Desktop,8724,281,12,375.9,432.75,460.64,0.0322,0.0427,31.33,0.15,0.816,,577.1685714285715,0.029085714285714288,0.03951428571428571,0.15285714285714294,0,0,0,0,0,Normal
2024-02-15,3,Campaign_3,low_performer,Video,South,Desktop,10300,152,5,184.24,199.34,236.12,0.0148,0.0329,36.85,0.08,0.7803,,545.6328571428572,0.029285714285714286,0.039142857142857146,0.2000000000000001,0,1,0,0,1,Moderate
2024-02-16,3,Campaign_3,low_performer,Video,South,Desktop,12343,449,20,720.29,1193.88,939.1,0.0364,0.0445,36.01,0.66,0.767,,489.28999999999996,0.029085714285714288,0.0414,0.3214285714285715,0,0,0,0,0,Normal
2024-02-17,3,Campaign_3,low_performer,Video,South,Desktop,9159,306,12,369.28,725.28,409.47,0.0334,0.0392,30.77,0.96,0.9018,,447.69285714285706,0.028457142857142858,0.040614285714285714,0.49571428571428583,0,0,0,0,0,Normal
2024-02-18,3,Campaign_3,low_performer,Video,South,Desktop,10489,343,16,748.82,1018.86,911.75,0.0327,0.0466,46.8,0.36,0.8213,,500.3171428571428,0.028071428571428574,0.03924285714285714,0.3728571428571429,0,0,0,0,0,Normal
2024-02-19,3,Campaign_3,low_performer,Video,South,Desktop,16596,486,24,1425.28,852.31,1504.83,0.0293,0.0494,59.39,-0.4,0.9471,Spend Spike,676.9171428571428,0.030071428571428572,0.04385714285714286,0.36714285714285716,1,0,0,1,2,Moderate
2024-02-20,3,Campaign_3,low_performer,Video,South,Desktop,12891,199,7,342.88,454.79,420.89,0.0154,0.0352,48.98,0.33,0.8147,,595.2414285714285,0.027742857142857145,0.041499999999999995,0.30571428571428577,0,1,0,0,1,Moderate
2024-02-21,3,Campaign_3,low_performer,Video,South,Desktop,13841,371,15,736.26,855.88,958.06,0.0268,0.0404,49.08,0.16,0.7685,,646.7214285714286,0.026971428571428573,0.041171428571428574,0.3071428571428572,0,0,0,0,0,Normal
2024-02-22,3,Campaign_3,low_performer,Video,South,Desktop,19080,555,14,1167.74,837.72,1571.19,0.0291,0.0252,83.41,-0.28,0.7432,,787.2214285714284,0.029014285714285715,0.04007142857142858,0.2557142857142857,0,0,1,1,2,Moderate
2024-02-23,3,Campaign_3,low_performer,Video,South,Desktop,17258,400,10,650.66,473.61,761.04,0.0232,0.025,65.07,-0.27,0.855,,777.2742857142858,0.02712857142857143,0.03728571428571429,0.1228571428571429,0,0,0,1,1,Moderate
2024-02-24,3,Campaign_3,low_performer,Video,South,Desktop,18002,594,29,944.03,1071.24,1188.9,0.033,0.0488,32.55,0.13,0.794,,859.3814285714286,0.027071428571428573,0.038657142857142855,0.004285714285714337,0,0,0,0,0,Normal
2024-02-25,3,Campaign_3,low_performer,Video,South,Desktop,15590,347,18,589.55,951.75,735.13,0.0223,0.0519,32.75,0.61,0.802,,836.6285714285715,0.025585714285714285,0.03941428571428572,0.04000000000000005,0,0,0,0,0,Normal
2024-02-26,3,Campaign_3,low_performer,Video,South,Desktop,9097,136,6,266.77,320.75,339.98,0.0149,0.0441,44.46,0.2,0.7847,,671.1271428571429,0.02352857142857143,0.038657142857142855,0.12571428571428575,0,1,0,0,1,Moderate
2024-02-27,3,Campaign_3,low_performer,Video,South,Desktop,19178,340,12,793.75,764.13,910.05,0.0177,0.0353,66.15,-0.04,0.8722,,735.5371428571428,0.023857142857142858,0.03867142857142857,0.07285714285714291,0,0,0,1,1,Moderate
2024-02-28,3,Campaign_3,low_performer,Video,South,Desktop,13404,417,18,527.42,1190.82,700.07,0.0311,0.0432,29.3,1.26,0.7534,,705.7028571428572,0.024471428571428568,0.039071428571428576,0.23000000000000004,0,0,0,0,0,Normal
2024-02-29,3,Campaign_3,low_performer,Video,South,Desktop,18048,266,11,366.01,660.61,462.72,0.0147,0.0414,33.27,0.8,0.791,,591.17,0.022414285714285716,0.04138571428571429,0.38428571428571434,0,1,0,0,1,Moderate
2024-03-01,3,Campaign_3,low_performer,Video,South,Desktop,16067,182,3,283.64,123.07,367.82,0.0113,0.0165,94.55,-0.57,0.7711,,538.7385714285714,0.020714285714285713,0.04017142857142857,0.3414285714285715,0,1,1,1,3,Severe
2024-03-02,3,Campaign_3,low_performer,Video,South,Desktop,9014,211,4,271.13,198.01,300.52,0.0234,0.019,67.78,-0.27,0.9022,Conversion Drop,442.60999999999996,0.01934285714285714,0.03591428571428572,0.28428571428571436,0,0,1,1,2,Moderate
2024-03-03,3,Campaign_3,low_performer,Video,South,Desktop,7689,171,5,405.23,154.36,513.0,0.0222,0.0292,81.05,-0.62,0.7899,,416.2785714285714,0.019328571428571428,0.03267142857142857,0.10857142857142867,0,0,0,1,1,Moderate
2024-03-04,3,Campaign_3,low_performer,Video,South,Desktop,13342,290,15,644.97,824.66,789.2,0.0217,0.0517,43.0,0.28,0.8172,,470.3071428571429,0.020300000000000002,0.033757142857142854,0.1200000000000001,0,0,0,0,0,Normal
2024-03-05,3,Campaign_3,low_performer,Video,South,Desktop,10670,170,7,306.53,482.16,383.82,0.0159,0.0412,43.79,0.57,0.7986,,400.70428571428573,0.020042857142857144,0.034600000000000006,0.20714285714285724,0,0,0,0,0,Normal
2024-03-06,3,Campaign_3,low_performer,Video,South,Desktop,14345,453,16,595.92,917.6,736.72,0.0316,0.0353,37.25,0.54,0.8089,,410.48999999999995,0.020114285714285716,0.033471428571428576,0.10428571428571438,0,0,0,0,0,Normal
2024-03-07,3,Campaign_3,low_performer,Video,South,Desktop,13171,417,9,884.12,465.67,1014.03,0.0317,0.0216,98.24,-0.47,0.8719,,484.5057142857143,0.022542857142857142,0.030642857142857145,-0.07714285714285705,1,0,0,1,2,Moderate
2024-03-08,3,Campaign_3,low_performer,Video,South,Desktop,18780,720,38,1490.2,1842.69,1792.62,0.0383,0.0528,39.22,0.24,0.8313,,656.8714285714286,0.026400000000000003,0.03582857142857143,0.03857142857142865,1,0,0,0,1,Moderate
2024-03-09,3,Campaign_3,low_performer,Video,South,Desktop,15535,522,12,867.96,829.47,1127.04,0.0336,0.023,72.33,-0.04,0.7701,,742.1328571428572,0.027857142857142858,0.0364,0.07142857142857151,0,0,1,1,2,Moderate
2024-03-10,3,Campaign_3,low_performer,Video,South,Desktop,9324,139,4,303.54,203.1,372.11,0.0149,0.0288,75.89,-0.33,0.8157,,727.6057142857144,0.026814285714285714,0.03634285714285714,0.11285714285714295,0,1,0,1,2,Moderate
2024-03-11,3,Campaign_3,low_performer,Video,South,Desktop,7781,133,1,329.9,60.88,406.39,0.0171,0.0075,329.9,-0.82,0.8118,Conversion Drop,682.5957142857143,0.026157142857142855,0.03002857142857143,-0.0442857142857142,0,1,1,1,3,Severe
2024-03-12,3,Campaign_3,low_performer,Video,South,Desktop,14264,309,16,520.21,769.09,623.91,0.0217,0.0518,32.51,0.48,0.8338,,713.1214285714286,0.026985714285714283,0.03154285714285714,-0.05714285714285705,0,0,0,0,0,Normal
2024-03-13,3,Campaign_3,low_performer,Video,South,Desktop,9551,149,3,247.89,180.9,292.15,0.0156,0.0201,82.63,-0.27,0.8485,,663.4028571428572,0.0247,0.029371428571428573,-0.1728571428571428,0,1,0,1,2,Moderate
2024-03-14,3,Campaign_3,low_performer,Video,South,Desktop,15078,564,23,792.61,1330.23,1029.06,0.0374,0.0408,34.46,0.68,0.7702,,650.33,0.02551428571428571,0.03211428571428571,-0.008571428571428483,0,0,0,0,0,Normal
2024-03-15,3,Campaign_3,low_performer,Video,South,Desktop,7258,267,7,496.4,377.47,593.96,0.0368,0.0262,70.91,-0.24,0.8357,,508.35857142857145,0.025299999999999996,0.028314285714285712,-0.07714285714285705,0,0,0,1,1,Moderate
2024-03-16,3,Campaign_3,low_performer,Video,South,Desktop,7687,111,4,221.99,133.35,293.16,0.0144,0.036,55.5,-0.4,0.7572,,416.07714285714286,0.02255714285714286,0.03017142857142857,-0.1285714285714285,0,1,0,1,2,Moderate
2024-03-17,3,Campaign_3,low_performer,Video,South,Desktop,14183,562,22,763.85,1298.16,951.72,0.0396,0.0391,34.72,0.7,0.8026,,481.83571428571435,0.02608571428571429,0.031642857142857146,0.018571428571428652,0,0,0,0,0,Normal
2024-03-18,3,Campaign_3,low_performer,Video,South,Desktop,16786,249,5,479.99,255.48,614.31,0.0148,0.0201,96.0,-0.47,0.7813,,503.27714285714285,0.02575714285714286,0.03344285714285714,0.06857142857142863,0,1,1,1,3,Severe
2024-03-19,3,Campaign_3,low_performer,Video,South,Desktop,13788,540,18,856.14,1201.11,1068.13,0.0392,0.0333,47.56,0.4,0.8015,,551.2671428571429,0.02825714285714286,0.0308,0.05714285714285721,0,0,0,0,0,Normal
2024-03-20,3,Campaign_3,low_performer,Video,South,Desktop,12569,435,16,724.33,796.3,946.74,0.0346,0.0368,45.27,0.1,0.7651,,619.33,0.03097142857142857,0.033185714285714284,0.11000000000000007,0,0,0,0,0,Normal
2024-03-21,3,Campaign_3,low_performer,Video,South,Desktop,10348,138,3,294.6,140.41,390.74,0.0133,0.0217,98.2,-0.52,0.754,,548.1857142857143,0.02752857142857143,0.030457142857142856,-0.061428571428571374,0,1,0,1,2,Moderate
2024-03-22,3,Campaign_3,low_performer,Video,South,Desktop,8098,239,10,396.28,636.58,482.6,0.0295,0.0418,39.63,0.61,0.8211,,533.8828571428571,0.026485714285714283,0.03268571428571428,0.06000000000000005,0,0,0,0,0,Normal
2024-03-23,3,Campaign_3,low_performer,Video,South,Desktop,15915,512,12,824.01,361.83,1046.84,0.0322,0.0234,68.67,-0.56,0.7871,,619.8857142857142,0.029028571428571428,0.030885714285714287,0.03714285714285719,0,0,0,1,1,Moderate
2024-03-24,3,Campaign_3,low_performer,Video,South,Desktop,13144,461,14,938.48,808.72,1152.61,0.0351,0.0304,67.03,-0.14,0.8142,,644.8328571428572,0.028385714285714285,0.02964285714285714,-0.08285714285714281,0,0,0,1,1,Moderate
2024-03-25,3,Campaign_3,low_performer,Video,South,Desktop,13370,439,15,960.1,992.16,1111.98,0.0328,0.0342,64.01,0.03,0.8634,,713.4200000000001,0.030957142857142857,0.03165714285714286,-0.01142857142857138,0,0,0,0,0,Normal
2024-03-26,3,Campaign_3,low_performer,Video,South,Desktop,14374,255,14,528.35,733.85,603.41,0.0177,0.0549,37.74,0.39,0.8756,,666.592857142857,0.027885714285714288,0.034742857142857145,-0.012857142857142805,0,1,0,0,1,Moderate
2024-03-27,3,Campaign_3,low_performer,Video,South,Desktop,9659,207,5,798.54,310.47,842.81,0.0214,0.0242,159.71,-0.61,0.9475,Spend Spike,677.1942857142857,0.026000000000000002,0.03294285714285715,-0.11428571428571423,0,0,0,1,1,Moderate
2024-03-28,3,Campaign_3,low_performer,Video,South,Desktop,8750,120,5,295.75,315.21,377.03,0.0137,0.0417,59.15,0.07,0.7844,,677.3585714285715,0.02605714285714286,0.0358,-0.02999999999999994,0,1,0,0,1,Moderate
2024-03-29,3,Campaign_3,low_performer,Video,South,Desktop,18981,603,19,1373.76,783.96,1810.87,0.0318,0.0315,72.3,-0.43,0.7586,,816.9985714285714,0.026385714285714287,0.034328571428571424,-0.17857142857142852,0,0,0,1,1,Moderate
2024-03-30,3,Campaign_3,low_performer,Video,South,Desktop,9723,125,3,152.02,146.25,178.67,0.0129,0.024,50.67,-0.04,0.8508,,721.0000000000001,0.023628571428571426,0.03441428571428572,-0.1042857142857142,0,1,0,1,2,Moderate
2024-01-01,4,Campaign_4,high_performer,Display,South,Desktop,17827,1138,193,1908.72,15406.12,2262.03,0.0638,0.1696,9.89,7.07,0.8438,,,,,,0,0,0,0,0,Normal
2024-01-02,4,Campaign_4,high_performer,Display,South,Desktop,14524,1601,196,1967.92,14909.05,2552.96,0.1102,0.1224,10.04,6.58,0.7708,,,,,,0,0,0,0,0,Normal
2024-01-03,4,Campaign_4,high_performer,Display,South,Desktop,25615,2814,416,2574.62,27302.68,3417.57,0.1099,0.1478,6.19,9.6,0.7533,,2150.42,0.09463333333333333,0.14659999999999998,7.75,0,0,0,0,0,Normal
2024-01-04,4,Campaign_4,high_performer,Display,South,Desktop,29111,3416,348,5105.04,22596.48,6777.8,0.1173,0.1019,14.67,3.43,0.7532,,2889.075,0.1003,0.135425,6.67,0,0,0,0,0,Normal
2024-01-05,4,Campaign_4,high_performer,Display,South,Desktop,24946,2832,383,3984.88,37487.45,4972.83,0.1135,0.1352,10.4,8.41,0.8013,,3108.236,0.10294,0.13538,7.018000000000001,0,0,0,0,0,Normal
2024-01-06,4,Campaign_4,high_performer,Display,South,Desktop,29862,2027,240,3216.34,28379.03,3749.19,0.0679,0.1184,13.4,7.82,0.8579,,3126.2533333333336,0.0971,0.13254999999999997,7.151666666666666,0,1,0,0,1,Moderate
2024-01-07,4,Campaign_4,high_performer,Display,South,Desktop,21984,1673,221,2829.85,13298.73,3484.89,0.0761,0.1321,12.8,3.7,0.812,,3083.91,0.0941,0.1324857142857143,6.658571428571428,0,0,0,0,0,Normal
2024-01-08,4,Campaign_4,high_performer,Display,South,Desktop,25778,1974,350,2233.28,31122.86,2566.09,0.0766,0.1773,6.38,12.94,0.8703,,3130.2757142857145,0.09592857142857143,0.13358571428571428,7.497142857142857,0,0,0,0,0,Normal
2024-01-09,4,Campaign_4,high_performer,Display,South,Desktop,17808,1620,162,1308.42,11849.35,1462.52,0.091,0.1,8.08,8.06,0.8946,,3036.0614285714287,0.09318571428571429,0.13038571428571427,7.708571428571429,0,0,0,0,0,Normal
2024-01-10,4,Campaign_4,high_performer,Display,South,Desktop,28724,2479,291,2966.86,18235.01,3469.61,0.0863,0.1174,10.2,5.15,0.8551,,3092.095714285714,0.08981428571428571,0.12604285714285715,7.072857142857144,0,0,0,0,0,Normal
2024-01-11,4,Campaign_4,high_performer,Display,South,Desktop,12855,632,176,868.86,10873.3,2060.13,0.0492,0.2785,4.94,11.51,0.4218,CTR Drop,2486.9271428571433,0.08008571428571429,0.15127142857142856,8.227142857142857,0,1,0,0,1,Moderate
2024-01-12,4,Campaign_4,high_performer,Display,South,Desktop,23431,1998,265,3411.81,27253.12,4271.51,0.0853,0.1326,12.87,6.99,0.7987,,2405.0600000000004,0.07605714285714285,0.1509,8.024285714285714,0,0,0,0,0,Normal
2024-01-13,4,Campaign_4,high_performer,Display,South,Desktop,12987,824,114,1183.59,7189.77,2373.34,0.0634,0.1383,10.38,5.07,0.4987,CTR Drop,2114.667142857143,0.07541428571428573,0.15374285714285715,7.631428571428572,0,0,0,0,0,Normal
2024-01-14,4,Campaign_4,high_performer,Display,South,Desktop,29373,3172,485,2830.33,46452.96,3502.24,0.108,0.1529,5.84,15.41,0.8081,,2114.735714285714,0.07997142857142857,0.15671428571428575,9.304285714285713,0,0,0,0,0,Normal
2024-01-15,4,Campaign_4,high_performer,Display,South,Desktop,26376,3072,471,11065.89,38487.86,13640.45,0.1165,0.1533,23.49,2.48,0.8113,Spend Spike,3376.5371428571425,0.08567142857142858,0.1532857142857143,7.8100000000000005,1,0,0,0,1,Moderate
2024-01-16,4,Campaign_4,high_performer,Display,South,Desktop,19544,1353,153,1945.45,15982.21,2428.41,0.0692,0.1131,12.72,7.22,0.8011,,3467.5414285714287,0.08255714285714287,0.15515714285714285,7.6899999999999995,0,0,0,0,0,Normal
2024-01-17,4,Campaign_4,high_performer,Display,South,Desktop,25392,2582,368,3224.54,23943.38,3906.87,0.1017,0.1425,8.76,6.43,0.8254,,3504.3528571428574,0.08475714285714285,0.15874285714285716,7.872857142857143,0,0,0,0,0,Normal
2024-01-18,4,Campaign_4,high_performer,Display,South,Desktop,21342,1719,272,2496.49,30120.26,3178.34,0.0805,0.1582,9.18,11.07,0.7855,,3736.871428571428,0.08922857142857142,0.14155714285714285,7.8100000000000005,0,0,0,0,0,Normal
2024-01-19,4,Campaign_4,high_performer,Display,South,Desktop,14120,1106,180,1378.54,19422.51,1799.83,0.0783,0.1627,7.66,13.09,0.7659,,3446.4042857142854,0.08822857142857143,0.14585714285714288,8.681428571428572,0,0,0,0,0,Normal
2024-01-20,4,Campaign_4,high_performer,Display,South,Desktop,15134,997,170,809.87,13974.53,935.53,0.0659,0.1705,4.76,16.26,0.8657,,3393.015714285714,0.08858571428571428,0.15045714285714284,10.280000000000001,0,0,0,0,0,Normal
2024-01-21,4,Campaign_4,high_performer,Display,South,Desktop,15361,1075,144,1013.29,16330.44,1202.24,0.07,0.134,7.04,15.12,0.8428,,3133.4385714285713,0.08315714285714286,0.14775714285714286,10.23857142857143,0,0,0,0,0,Normal
2024-01-22,4,Campaign_4,high_performer,Display,South,Desktop,19611,1622,163,1923.49,17523.02,2402.43,0.0827,0.1005,11.8,8.11,0.8006,,1827.3814285714286,0.07832857142857143,0.1402142857142857,11.042857142857143,0,0,0,0,0,Normal
2024-01-23,4,Campaign_4,high_performer,Display,South,Desktop,25703,2104,247,3762.03,21548.3,4785.56,0.0819,0.1174,15.23,4.73,0.7861,,2086.8928571428573,0.08014285714285714,0.14082857142857144,10.687142857142858,1,0,0,0,1,Moderate
2024-01-24,4,Campaign_4,high_performer,Display,South,Desktop,21591,2561,365,2396.56,24074.72,2761.35,0.1186,0.1425,6.57,9.05,0.8679,,1968.6100000000001,0.08255714285714286,0.14082857142857144,11.061428571428573,0,0,0,0,0,Normal
2024-01-25,4,Campaign_4,high_performer,Display,South,Desktop,23826,1462,234,1839.96,18101.0,2437.99,0.0614,0.1601,7.86,8.84,0.7547,,1874.82,0.07982857142857143,0.1411,10.742857142857144,0,0,0,0,0,Normal
2024-01-26,4,Campaign_4,high_performer,Display,South,Desktop,20036,1771,240,3178.69,22253.49,3566.65,0.0884,0.1355,13.24,6.0,0.8912,,2131.9842857142858,0.08127142857142856,0.1372142857142857,9.73,0,0,0,0,0,Normal
2024-01-27,4,Campaign_4,high_performer,Display,South,Desktop,13936,1158,147,1553.35,10179.56,1923.71,0.0831,0.1269,10.57,5.55,0.8075,,2238.1957142857145,0.08372857142857144,0.1309857142857143,8.2,0,0,0,0,0,Normal
2024-01-28,4,Campaign_4,high_performer,Display,South,Desktop,17498,1930,247,3139.75,25327.58,3722.1,0.1103,0.128,12.71,7.07,0.8435,,2541.975714285714,0.08948571428571428,0.13012857142857143,7.05,0,0,0,0,0,Normal
2024-01-29,4,Campaign_4,high_performer,Display,South,Desktop,20491,2250,323,2171.79,30678.24,2931.76,0.1098,0.1436,6.72,13.13,0.7408,,2577.447142857143,0.09335714285714285,0.1362857142857143,7.767142857142858,0,0,0,0,0,Normal
2024-01-30,4,Campaign_4,high_performer,Display,South,Desktop,25283,2126,381,3572.35,37111.06,4438.09,0.0841,0.1792,9.38,9.39,0.8049,,2550.35,0.09367142857142856,0.14511428571428572,8.432857142857143,0,0,0,0,0,Normal
2024-01-31,4,Campaign_4,high_performer,Display,South,Desktop,28212,1943,326,2935.65,37299.8,3434.19,0.0689,0.1678,9.01,11.71,0.8548,,2627.362857142857,0.08657142857142856,0.14872857142857146,8.812857142857142,0,0,0,0,0,Normal
2024-02-01,4,Campaign_4,high_performer,Display,South,Desktop,13708,1199,123,1853.49,11434.0,2119.2,0.0875,0.1026,15.07,5.17,0.8746,,2629.2957142857144,0.09029999999999998,0.14051428571428573,8.288571428571428,0,0,0,0,0,Normal
2024-02-02,4,Campaign_4,high_performer,Display,South,Desktop,27883,3295,579,4326.01,37994.18,5574.74,0.1182,0.1757,7.47,7.78,0.776,,2793.1985714285715,0.09455714285714287,0.14625714285714286,8.542857142857143,0,0,0,0,0,Normal
2024-02-03,4,Campaign_4,high_performer,Display,South,Desktop,17347,1338,155,2089.69,12894.83,2565.76,0.0771,0.1158,13.48,5.17,0.8145,,2869.818571428572,0.09369999999999999,0.1446714285714286,8.48857142857143,0,0,0,0,0,Normal
2024-02-04,4,Campaign_4,high_performer,Display,South,Desktop,27309,2385,323,3344.05,30841.46,4352.77,0.0873,0.1354,10.35,8.22,0.7683,,2899.004285714286,0.09041428571428571,0.14572857142857143,8.652857142857142,0,0,0,0,0,Normal
2024-02-05,4,Campaign_4,high_performer,Display,South,Desktop,13863,1542,208,2539.63,23625.77,2894.32,0.1112,0.1349,12.21,8.3,0.8775,,2951.5528571428576,0.09061428571428572,0.1444857142857143,7.962857142857142,0,0,0,0,0,Normal
2024-02-06,4,Campaign_4,high_performer,Display,South,Desktop,25324,1981,266,3038.91,28131.04,6121.21,0.0782,0.1343,11.42,8.26,0.4965,CTR Drop,2875.3471428571434,0.08977142857142859,0.13807142857142857,7.801428571428572,0,0,0,0,0,Normal
2024-02-07,4,Campaign_4,high_performer,Display,South,Desktop,12276,1000,164,3018.18,11913.34,3577.64,0.0815,0.164,18.4,2.95,0.8436,Spend Spike,2887.137142857143,0.09157142857142857,0.13752857142857142,6.55,0,0,0,0,0,Normal
2024-02-08,4,Campaign_4,high_performer,Display,South,Desktop,16208,1059,21,893.97,1690.65,1124.82,0.0653,0.0198,42.57,0.89,0.7948,Conversion Drop,2750.062857142857,0.0884,0.1257,5.938571428571429,0,0,1,0,1,Moderate
2024-02-09,4,Campaign_4,high_performer,Display,South,Desktop,19295,2094,357,3141.07,23656.34,3768.58,0.1085,0.1705,8.8,6.53,0.8335,,2580.785714285714,0.08701428571428571,0.12495714285714286,5.76,0,0,0,0,0,Normal
2024-02-10,4,Campaign_4,high_performer,Display,South,Desktop,20605,1266,157,1708.0,15374.29,2125.2,0.0614,0.124,10.88,8.0,0.8037,,2526.2585714285715,0.08477142857142858,0.12612857142857142,6.164285714285714,0,0,0,0,0,Normal
2024-02-11,4,Campaign_4,high_performer,Display,South,Desktop,17242,1933,298,1764.7,32936.29,2048.04,0.1121,0.1542,5.92,17.66,0.8617,,2300.637142857143,0.0883142857142857,0.12881428571428571,7.512857142857143,0,0,0,0,0,Normal
2024-02-12,4,Campaign_4,high_performer,Display,South,Desktop,29881,2515,310,2596.45,23826.68,3377.65,0.0842,0.1233,8.38,8.18,0.7687,,2308.7542857142857,0.08445714285714286,0.12715714285714289,7.4957142857142856,0,0,0,0,0,Normal
2024-02-13,4,Campaign_4,high_performer,Display,South,Desktop,15701,1244,171,1276.38,16831.28,1716.41,0.0792,0.1375,7.46,12.19,0.7436,,2056.964285714286,0.0846,0.1276142857142857,8.057142857142857,0,0,0,0,0,Normal
2024-02-14,4,Campaign_4,high_performer,Display,South,Desktop,27061,1928,303,3213.85,26432.75,4195.22,0.0712,0.1572,10.61,7.22,0.7661,,2084.917142857143,0.08312857142857143,0.12664285714285714,8.667142857142858,0,0,0,0,0,Normal
2024-02-15,4,Campaign_4,high_performer,Display,South,Desktop,24145,1799,282,2918.94,30522.98,3614.01,0.0745,0.1568,10.35,9.46,0.8077,,2374.1985714285715,0.08444285714285715,0.1462142857142857,9.891428571428573,0,0,0,0,0,Normal
2024-02-16,4,Campaign_4,high_performer,Display,South,Desktop,17590,1815,239,1739.9,26987.77,2272.21,0.1032,0.1317,7.28,14.51,0.7657,,2174.031428571429,0.08368571428571428,0.1406714285714286,11.031428571428572,0,0,0,0,0,Normal
2024-02-17,4,Campaign_4,high_performer,Display,South,Desktop,27920,2207,220,2893.66,13818.45,3382.81,0.079,0.0997,13.15,3.78,0.8554,,2343.4114285714286,0.08619999999999998,0.13720000000000002,10.428571428571429,0,0,0,0,0,Normal
2024-02-18,4,Campaign_4,high_performer,Display,South,Desktop,26087,1571,188,2420.76,14847.53,2724.5,0.0602,0.1197,12.88,5.13,0.8885,,2437.1342857142854,0.07878571428571428,0.13227142857142857,8.63857142857143,0,0,0,0,0,Normal
2024-02-19,4,Campaign_4,high_performer,Display,South,Desktop,17793,1402,228,2372.0,19614.62,3148.8,0.0788,0.1626,10.4,7.27,0.7533,,2405.0699999999997,0.07801428571428572,0.13788571428571428,8.508571428571429,0,0,0,0,0,Normal
2024-02-20,4,Campaign_4,high_performer,Display,South,Desktop,23684,1585,163,2162.94,18877.07,2835.75,0.0669,0.1028,13.27,7.73,0.7627,,2531.7214285714285,0.07625714285714287,0.13292857142857142,7.871428571428572,0,0,0,0,0,Normal
2024-02-21,4,Campaign_4,high_performer,Display,South,Desktop,24180,2720,311,2933.36,21078.35,3722.51,0.1125,0.1143,9.43,6.19,0.788,,2491.651428571429,0.08215714285714285,0.1268,7.724285714285714,0,0,0,0,0,Normal
2024-02-22,4,Campaign_4,high_performer,Display,South,Desktop,28211,3016,457,2558.13,37292.58,3425.85,0.1069,0.1515,5.6,13.58,0.7467,,2440.1071428571427,0.08678571428571427,0.12604285714285712,8.312857142857142,0,0,0,0,0,Normal
2024-02-23,4,Campaign_4,high_performer,Display,South,Desktop,13519,980,126,1146.42,7955.8,1481.05,0.0725,0.1286,9.1,5.94,0.7741,,2355.324285714286,0.0824,0.1256,7.088571428571429,0,0,0,0,0,Normal
2024-02-24,4,Campaign_4,high_performer,Display,South,Desktop,27233,1980,302,2519.12,34068.44,2951.28,0.0727,0.1525,8.34,12.52,0.8536,,2301.8185714285714,0.0815,0.13314285714285715,8.337142857142856,0,0,0,0,0,Normal
2024-02-25,4,Campaign_4,high_performer,Display,South,Desktop,26609,2773,493,2363.15,49759.29,2876.04,0.1042,0.1778,4.79,20.06,0.8217,,2293.5885714285714,0.08778571428571427,0.14144285714285715,10.469999999999999,0,0,0,0,0,Normal
2024-02-26,4,Campaign_4,high_performer,Display,South,Desktop,12234,1004,105,915.16,9549.93,1067.9,0.0821,0.1046,8.72,9.44,0.857,,2085.4685714285715,0.08825714285714285,0.13315714285714284,10.780000000000001,0,0,0,0,0,Normal
2024-02-27,4,Campaign_4,high_performer,Display,South,Desktop,15841,968,106,1174.81,9494.62,1411.03,0.0611,0.1095,11.08,7.08,0.8326,,1944.3071428571427,0.08742857142857142,0.1341142857142857,10.687142857142858,0,1,0,0,1,Moderate
2024-02-28,4,Campaign_4,high_performer,Display,South,Desktop,24828,2181,386,2876.81,38851.88,3465.36,0.0878,0.177,7.45,12.51,0.8302,,1936.2285714285715,0.08389999999999999,0.14307142857142857,11.59,0,0,0,0,0,Normal
2024-02-29,4,Campaign_4,high_performer,Display,South,Desktop,22343,1516,255,2085.04,16468.69,2492.97,0.0679,0.1682,8.18,6.9,0.8364,,1868.6442857142854,0.07832857142857143,0.14545714285714287,10.635714285714286,0,0,0,0,0,Normal
2024-03-01,4,Campaign_4,high_performer,Display,South,Desktop,29908,2407,383,2462.99,37729.94,3060.67,0.0805,0.1591,6.43,14.32,0.8047,,2056.725714285714,0.07947142857142857,0.1498142857142857,11.832857142857145,0,0,0,0,0,Normal
2024-03-02,4,Campaign_4,high_performer,Display,South,Desktop,29356,3477,583,2863.64,66411.65,3710.7,0.1184,0.1677,4.91,22.19,0.7717,,2105.942857142857,0.08600000000000001,0.1519857142857143,13.214285714285714,0,0,0,0,0,Normal
